2019-10-01 04:59:15.152 UTC [main]  TRACE LineSegmentationEvaluatorTool:42 - main
2019-10-01 04:59:15.167 UTC [main]  INFO  LineSegmentationEvaluatorTool:130 - Loading image ground truth from CB55_ground_image/e-codices_fmb-cb-0055_0145v_max_gt.png
2019-10-01 04:59:15.895 UTC [main]  INFO  LineSegmentationEvaluatorTool:138 - Loading page ground truth from CB55_ground_xml/e-codices_fmb-cb-0055_0145v_max_gt.xml
2019-10-01 04:59:15.896 UTC [main]  TRACE ImageLinePageDataset:51 - readDataFromFile
2019-10-01 04:59:15.979 UTC [main]  TRACE ImageLinePageDataset:82 - getPolygonFromXml
2019-10-01 04:59:16.008 UTC [main]  DEBUG ImageLinePageDataset:129 - found 31 polygons in XML document
2019-10-01 04:59:16.011 UTC [main]  TRACE ImageLinePageDataset:67 - java.util.ArrayList@3b22cdd0
2019-10-01 04:59:16.011 UTC [main]  INFO  LineSegmentationEvaluatorTool:143 - Loading method output from crop_cb55_clean_prediction_xml_10_ct_cem_broken_non_gloss/e-codices_fmb-cb-0055_0145v_max.xml
2019-10-01 04:59:16.011 UTC [main]  TRACE ImageLinePageDataset:51 - readDataFromFile
2019-10-01 04:59:16.081 UTC [main]  TRACE ImageLinePageDataset:82 - getPolygonFromXml
2019-10-01 04:59:16.150 UTC [main]  DEBUG ImageLinePageDataset:129 - found 44 polygons in XML document
2019-10-01 04:59:16.151 UTC [main]  TRACE ImageLinePageDataset:67 - java.util.ArrayList@1e81f4dc
2019-10-01 04:59:16.151 UTC [main]  INFO  LineSegmentationEvaluatorTool:148 - Evaluating...
2019-10-01 04:59:16.153 UTC [main]  TRACE LineSegmentationEvaluator:50 - evaluate
2019-10-01 04:59:16.153 UTC [main]  TRACE LineSegmentationEvaluator:316 - getMatchingPolygons
2019-10-01 04:59:16.153 UTC [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@48cf768c
2019-10-01 04:59:16.155 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@6a6824be
2019-10-01 04:59:16.155 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@5c8da962
2019-10-01 04:59:16.155 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@512ddf17
2019-10-01 04:59:16.156 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@2c13da15
2019-10-01 04:59:16.156 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@77556fd
2019-10-01 04:59:16.156 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@368239c8
2019-10-01 04:59:16.156 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@9e89d68
2019-10-01 04:59:16.157 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@3b192d32
2019-10-01 04:59:16.157 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@16f65612
2019-10-01 04:59:16.157 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@311d617d
2019-10-01 04:59:16.157 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@7c53a9eb
2019-10-01 04:59:16.158 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@ed17bee
2019-10-01 04:59:16.158 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@2a33fae0
2019-10-01 04:59:16.158 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@707f7052
2019-10-01 04:59:16.158 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@48cf768c with MO: java.awt.Polygon@11028347
